student_id,term_name,program_id,program_name,school,class_level,student_profile,continuing_student_flag,hold_status,active_hold_flag,hold_type,registration_status,credits_completed,expected_credits,upper_division_completed,expected_upper_division,required_completion_ratio,osu_gpa,residence_met_flag,core_met_flag,world_language_met_flag,professional_progression_met_flag,audit_status,audit_reason,audit_issue_group,graduation_stage,eligible_flag,applied_flag,award_ready_flag,queue_name,queue_priority,urgency,issue_summary,recommended_action
REG-08702,2026 Winter,ELED,Elementary Education,Education,Junior,steady,1,No Hold,0,None,registered,162,132,36,34,0.692,3.11,1,1,1,1,near_risk,GPA near program floor,GPA,not_in_window,0,0,0,Watchlist,3,Medium,GPA near program floor,Monitor progress and confirm the next registration plan before census.
REG-08703,2026 Winter,BUAD,Business Administration,Business,Senior,steady,1,Active Hold,1,Financial,blocked,174,174,56,60,0.869,2.82,0,1,1,1,off_track,Residence requirement incomplete,Residence,not_eligible,0,0,0,Hold Resolution,1,High,Financial hold blocking registration,Resolve balance or payment-plan issue before registration release.
REG-08704,2026 Winter,BUAD,Business Administration,Business,Sophomore,strong,1,Active Hold,1,Academic,blocked,99,84,20,9,0.583,3.36,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Hold Resolution,1,High,Academic hold blocking registration,Schedule advisor review and clear the academic hold.
REG-08705,2026 Winter,BANA,Business Analytics,Business,Senior,strong,1,No Hold,0,None,registered,174,174,55,60,1.0,3.43,1,1,1,1,near_risk,Upper-division progress below plan,Upper Division,not_eligible,0,0,0,Watchlist,3,Medium,Upper-division progress below plan,Monitor progress and confirm the next registration plan before census.
REG-08706,2026 Winter,BANA,Business Analytics,Business,Sophomore,strong,1,No Hold,0,None,registered,84,84,12,9,0.513,3.26,1,0,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08707,2026 Winter,ELED,Elementary Education,Education,Junior,risk,1,Active Hold,1,Academic,blocked,126,132,30,34,0.578,2.37,1,1,1,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Hold Resolution,1,High,Academic hold blocking registration,Schedule advisor review and clear the academic hold.
REG-08708,2026 Winter,BANA,Business Analytics,Business,Senior,strong,1,No Hold,0,None,registered,188,174,69,60,1.0,3.64,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,ready_to_award,1,1,1,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08709,2026 Winter,ELED,Elementary Education,Education,Senior,steady,1,No Hold,0,None,registered,182,174,51,60,1.0,3.13,0,1,1,1,off_track,Residence requirement incomplete,Residence,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Residence requirement incomplete,Review audit exceptions and create a term-by-term completion plan.
REG-08710,2026 Winter,ELED,Elementary Education,Education,Senior,strong,1,No Hold,0,None,registered,196,174,76,60,1.0,3.52,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,eligible_not_applied,1,0,0,Graduation Follow-Up,1,High,Eligible to graduate but application incomplete,Send graduation application reminder and complete outreach follow-up.
REG-08711,2026 Winter,ELED,Elementary Education,Education,Senior,steady,1,No Hold,0,None,registered,155,174,48,60,0.934,2.84,1,1,1,1,off_track,GPA below 3.0 program floor,GPA,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-08712,2026 Winter,BUAD,Business Administration,Business,Freshman,steady,0,No Hold,0,None,registered,37,36,2,0,0.132,3.0,1,0,1,1,near_risk,Major requirements behind plan,Major Requirements,not_in_window,0,0,0,Watchlist,3,Medium,Major requirements behind plan,Monitor progress and confirm the next registration plan before census.
REG-08713,2026 Winter,BANA,Business Analytics,Business,Freshman,steady,0,No Hold,0,None,registered,35,36,6,0,0.234,3.25,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08714,2026 Winter,BANA,Business Analytics,Business,Senior,risk,1,No Hold,0,None,not_registered,158,174,51,60,0.894,2.59,1,1,1,1,off_track,Credit pace significantly behind term expectation,Credits,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-08715,2026 Winter,ELED,Elementary Education,Education,Junior,strong,1,No Hold,0,None,registered,138,132,41,34,0.907,3.26,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08716,2026 Winter,BANA,Business Analytics,Business,Senior,strong,1,No Hold,0,None,registered,185,174,80,60,0.987,3.3,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_eligible,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08717,2026 Winter,BUAD,Business Administration,Business,Junior,strong,1,No Hold,0,None,registered,141,132,42,34,0.742,3.39,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08718,2026 Winter,BANA,Business Analytics,Business,Sophomore,steady,1,No Hold,0,None,registered,78,84,8,9,0.49,3.04,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08719,2026 Winter,BUAD,Business Administration,Business,Senior,risk,1,No Hold,0,None,not_registered,151,174,53,60,0.822,2.11,1,1,0,1,off_track,Credit pace significantly behind term expectation,Credits,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-08720,2026 Winter,ELED,Elementary Education,Education,Freshman,steady,0,Active Hold,1,Financial,blocked,44,36,0,0,0.254,3.36,1,0,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Hold Resolution,1,High,Financial hold blocking registration,Resolve balance or payment-plan issue before registration release.
REG-08721,2026 Winter,BUAD,Business Administration,Business,Junior,strong,1,No Hold,0,None,registered,140,132,36,34,0.778,3.31,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08722,2026 Winter,BUAD,Business Administration,Business,Freshman,steady,0,No Hold,0,None,registered,42,36,4,0,0.16,2.87,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08723,2026 Winter,BANA,Business Analytics,Business,Freshman,strong,0,Active Hold,1,Financial,blocked,45,36,1,0,0.225,3.24,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Hold Resolution,1,High,Financial hold blocking registration,Resolve balance or payment-plan issue before registration release.
REG-08724,2026 Winter,SEED,Secondary Education,Education,Senior,steady,1,No Hold,0,None,registered,168,174,65,60,0.863,3.13,0,1,0,1,off_track,Residence requirement incomplete,Residence,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Residence requirement incomplete,Review audit exceptions and create a term-by-term completion plan.
REG-08725,2026 Winter,BUAD,Business Administration,Business,Sophomore,steady,1,No Hold,0,None,registered,82,84,15,9,0.418,2.82,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08726,2026 Winter,BANA,Business Analytics,Business,Senior,steady,1,No Hold,0,None,registered,175,174,45,60,0.933,3.56,1,1,1,1,off_track,Upper-division progress materially behind,Upper Division,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Upper-division progress materially behind,Review audit exceptions and create a term-by-term completion plan.
REG-08727,2026 Winter,BANA,Business Analytics,Business,Sophomore,risk,1,Active Hold,1,Financial,blocked,74,84,0,9,0.344,2.08,1,0,0,1,near_risk,GPA near program floor,GPA,not_in_window,0,0,0,Hold Resolution,1,High,Financial hold blocking registration,Resolve balance or payment-plan issue before registration release.
REG-08728,2026 Winter,ELED,Elementary Education,Education,Junior,steady,1,No Hold,0,None,registered,145,132,37,34,0.804,3.24,1,0,1,1,near_risk,Core curriculum still open,Core Curriculum,not_in_window,0,0,0,Watchlist,3,Medium,Core curriculum still open,Monitor progress and confirm the next registration plan before census.
REG-08729,2026 Winter,SEED,Secondary Education,Education,Junior,strong,1,No Hold,0,None,registered,123,132,40,34,0.788,3.21,1,1,1,1,near_risk,Credit pace behind term expectation,Credits,not_in_window,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
REG-08730,2026 Winter,BUAD,Business Administration,Business,Freshman,strong,0,No Hold,0,None,registered,57,36,0,0,0.386,3.31,1,0,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08731,2026 Winter,ELED,Elementary Education,Education,Senior,strong,1,No Hold,0,None,registered,188,174,66,60,1.0,3.57,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,applied_pending,1,1,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08732,2026 Winter,BANA,Business Analytics,Business,Senior,risk,1,No Hold,0,None,registered,172,174,56,60,0.778,2.13,1,1,1,1,off_track,Major requirements materially behind,Major Requirements,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Major requirements materially behind,Book degree-audit review and build a required-course recovery plan.
REG-08733,2026 Winter,BUAD,Business Administration,Business,Sophomore,steady,1,Active Hold,1,Academic,blocked,78,84,9,9,0.551,3.04,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Hold Resolution,1,High,Academic hold blocking registration,Schedule advisor review and clear the academic hold.
REG-08734,2026 Winter,ELED,Elementary Education,Education,Junior,risk,1,No Hold,0,None,registered,131,132,24,34,0.645,2.88,0,1,0,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-08735,2026 Winter,SEED,Secondary Education,Education,Senior,risk,1,No Hold,0,None,registered,153,174,34,60,0.821,2.8,0,1,1,0,off_track,GPA below 3.0 program floor,GPA,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-08736,2026 Winter,BANA,Business Analytics,Business,Senior,strong,1,No Hold,0,None,registered,175,174,59,60,1.0,3.45,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_eligible,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08737,2026 Winter,BUAD,Business Administration,Business,Sophomore,steady,1,No Hold,0,None,registered,82,84,6,9,0.537,3.12,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08738,2026 Winter,ELED,Elementary Education,Education,Freshman,steady,0,No Hold,0,None,registered,19,36,7,0,0.293,2.76,1,0,1,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-08739,2026 Winter,ELED,Elementary Education,Education,Senior,steady,1,No Hold,0,None,registered,164,174,68,60,0.907,3.33,1,1,0,1,off_track,World language requirement incomplete,World Language,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,World language requirement incomplete,Review audit exceptions and create a term-by-term completion plan.
REG-08740,2026 Winter,BUAD,Business Administration,Business,Junior,steady,1,No Hold,0,None,registered,138,132,36,34,0.837,2.72,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08741,2026 Winter,BUAD,Business Administration,Business,Senior,steady,1,No Hold,0,None,registered,182,174,69,60,0.981,2.98,0,0,1,1,off_track,Residence requirement incomplete,Residence,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Residence requirement incomplete,Review audit exceptions and create a term-by-term completion plan.
REG-08742,2026 Winter,BANA,Business Analytics,Business,Sophomore,risk,1,No Hold,0,None,registered,68,84,1,9,0.457,1.95,1,1,0,1,off_track,GPA below 2.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 2.0 program floor,Route to advising for academic recovery and eligibility review.
REG-08743,2026 Winter,BANA,Business Analytics,Business,Senior,steady,1,No Hold,0,None,registered,183,174,69,60,0.908,3.21,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_eligible,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08744,2026 Winter,ELED,Elementary Education,Education,Junior,strong,1,No Hold,0,None,registered,129,132,41,34,0.815,3.53,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08745,2026 Winter,ELED,Elementary Education,Education,Senior,steady,1,No Hold,0,None,registered,176,174,67,60,1.0,3.24,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_eligible,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08746,2026 Winter,BUAD,Business Administration,Business,Junior,risk,1,No Hold,0,None,not_registered,109,132,28,34,0.683,2.73,1,1,1,1,off_track,Credit pace significantly behind term expectation,Credits,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-08747,2026 Winter,SEED,Secondary Education,Education,Sophomore,steady,1,No Hold,0,None,registered,82,84,7,9,0.467,2.86,1,0,0,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-08748,2026 Winter,SEED,Secondary Education,Education,Senior,risk,1,No Hold,0,None,registered,169,174,48,60,0.794,2.39,1,1,1,1,off_track,GPA below 3.0 program floor,GPA,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-08749,2026 Winter,BUAD,Business Administration,Business,Senior,risk,1,No Hold,0,None,registered,144,174,47,60,0.77,2.09,1,1,1,1,off_track,Credit pace significantly behind term expectation,Credits,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-08750,2026 Winter,BUAD,Business Administration,Business,Freshman,risk,0,No Hold,0,None,registered,21,36,0,0,0.215,2.1,1,1,0,1,near_risk,GPA near program floor,GPA,not_in_window,0,0,0,Watchlist,3,Medium,GPA near program floor,Monitor progress and confirm the next registration plan before census.
REG-08751,2026 Winter,SEED,Secondary Education,Education,Senior,steady,1,No Hold,0,None,registered,160,174,63,60,1.0,3.27,1,1,1,1,near_risk,Credit pace behind term expectation,Credits,not_eligible,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
REG-08752,2026 Winter,BANA,Business Analytics,Business,Junior,steady,1,No Hold,0,None,registered,137,132,35,34,0.722,3.4,1,0,1,1,near_risk,Core curriculum still open,Core Curriculum,not_in_window,0,0,0,Watchlist,3,Medium,Core curriculum still open,Monitor progress and confirm the next registration plan before census.
REG-08753,2026 Winter,SEED,Secondary Education,Education,Sophomore,steady,1,No Hold,0,None,registered,86,84,1,9,0.536,3.55,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08754,2026 Winter,BUAD,Business Administration,Business,Freshman,strong,0,No Hold,0,None,not_registered,59,36,3,0,0.345,3.26,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08755,2026 Winter,SEED,Secondary Education,Education,Senior,strong,1,No Hold,0,None,registered,172,174,72,60,1.0,3.64,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_eligible,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08756,2026 Winter,BANA,Business Analytics,Business,Junior,steady,1,No Hold,0,None,registered,143,132,39,34,0.73,3.13,1,0,1,1,near_risk,Core curriculum still open,Core Curriculum,not_in_window,0,0,0,Watchlist,3,Medium,Core curriculum still open,Monitor progress and confirm the next registration plan before census.
REG-08757,2026 Winter,SEED,Secondary Education,Education,Junior,strong,1,No Hold,0,None,registered,153,132,35,34,0.841,3.52,1,1,0,1,near_risk,World language requirement still open,World Language,not_in_window,0,0,0,Watchlist,3,Medium,World language requirement still open,Monitor progress and confirm the next registration plan before census.
REG-08758,2026 Winter,SEED,Secondary Education,Education,Sophomore,risk,1,No Hold,0,None,not_registered,56,84,0,9,0.34,2.45,1,1,0,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-08759,2026 Winter,BUAD,Business Administration,Business,Sophomore,steady,1,No Hold,0,None,registered,89,84,0,9,0.569,3.12,1,0,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08760,2026 Winter,BUAD,Business Administration,Business,Junior,risk,1,No Hold,0,None,registered,106,132,23,34,0.585,2.45,0,0,1,1,off_track,Credit pace significantly behind term expectation,Credits,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-08761,2026 Winter,BUAD,Business Administration,Business,Sophomore,steady,1,No Hold,0,None,registered,85,84,10,9,0.452,2.81,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08762,2026 Winter,BANA,Business Analytics,Business,Freshman,steady,0,No Hold,0,None,registered,33,36,0,0,0.085,3.05,1,0,0,1,near_risk,Major requirements behind plan,Major Requirements,not_in_window,0,0,0,Watchlist,3,Medium,Major requirements behind plan,Monitor progress and confirm the next registration plan before census.
REG-08763,2026 Winter,ELED,Elementary Education,Education,Senior,steady,1,No Hold,0,None,registered,174,174,56,60,0.992,3.09,1,1,1,1,near_risk,GPA near program floor,GPA,not_eligible,0,0,0,Watchlist,3,Medium,GPA near program floor,Monitor progress and confirm the next registration plan before census.
REG-08764,2026 Winter,SEED,Secondary Education,Education,Sophomore,strong,1,No Hold,0,None,not_registered,90,84,10,9,0.479,3.63,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08765,2026 Winter,BANA,Business Analytics,Business,Junior,strong,1,No Hold,0,None,registered,150,132,39,34,0.7,3.46,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08766,2026 Winter,BUAD,Business Administration,Business,Freshman,strong,0,No Hold,0,None,registered,39,36,1,0,0.306,3.67,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08767,2026 Winter,ELED,Elementary Education,Education,Senior,strong,1,No Hold,0,None,registered,189,174,74,60,1.0,3.74,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,ready_to_award,1,1,1,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08768,2026 Winter,BUAD,Business Administration,Business,Senior,strong,1,No Hold,0,None,registered,186,174,67,60,1.0,3.3,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,applied_pending,1,1,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08769,2026 Winter,BANA,Business Analytics,Business,Freshman,strong,0,No Hold,0,None,registered,53,36,13,0,0.335,3.64,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08770,2026 Winter,BUAD,Business Administration,Business,Sophomore,risk,1,No Hold,0,None,registered,67,84,4,9,0.316,2.25,1,0,1,1,off_track,Credit pace significantly behind term expectation,Credits,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-08771,2026 Winter,ELED,Elementary Education,Education,Senior,steady,1,No Hold,0,None,not_registered,163,174,48,60,0.892,3.22,1,1,1,1,off_track,Upper-division progress materially behind,Upper Division,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Upper-division progress materially behind,Review audit exceptions and create a term-by-term completion plan.
REG-08772,2026 Winter,BUAD,Business Administration,Business,Senior,strong,1,No Hold,0,None,registered,189,174,59,60,0.92,3.63,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_eligible,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08773,2026 Winter,BUAD,Business Administration,Business,Junior,risk,1,No Hold,0,None,registered,123,132,23,34,0.564,2.71,1,1,1,1,off_track,Upper-division progress materially behind,Upper Division,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Upper-division progress materially behind,Review audit exceptions and create a term-by-term completion plan.
REG-08774,2026 Winter,BANA,Business Analytics,Business,Junior,steady,1,No Hold,0,None,registered,125,132,33,34,0.746,2.94,1,0,1,1,near_risk,Credit pace behind term expectation,Credits,not_in_window,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
REG-08775,2026 Winter,BANA,Business Analytics,Business,Junior,risk,1,No Hold,0,None,registered,127,132,14,34,0.762,1.68,0,1,1,1,off_track,GPA below 2.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 2.0 program floor,Route to advising for academic recovery and eligibility review.
REG-08776,2026 Winter,ELED,Elementary Education,Education,Sophomore,risk,1,No Hold,0,None,registered,67,84,0,9,0.357,2.88,1,0,1,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-08777,2026 Winter,ELED,Elementary Education,Education,Senior,risk,1,No Hold,0,None,registered,142,174,34,60,0.901,3.34,0,1,1,1,off_track,Credit pace significantly behind term expectation,Credits,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-08778,2026 Winter,BANA,Business Analytics,Business,Freshman,strong,0,No Hold,0,None,registered,53,36,1,0,0.325,3.41,1,0,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08779,2026 Winter,BUAD,Business Administration,Business,Sophomore,risk,1,No Hold,0,None,registered,69,84,2,9,0.474,2.25,0,0,0,1,near_risk,Credit pace behind term expectation,Credits,not_in_window,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
REG-08780,2026 Winter,BUAD,Business Administration,Business,Junior,strong,1,No Hold,0,None,registered,132,132,39,34,0.826,3.27,1,0,1,1,near_risk,Core curriculum still open,Core Curriculum,not_in_window,0,0,0,Watchlist,3,Medium,Core curriculum still open,Monitor progress and confirm the next registration plan before census.
REG-08781,2026 Winter,BUAD,Business Administration,Business,Sophomore,steady,1,No Hold,0,None,registered,87,84,11,9,0.511,2.98,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08782,2026 Winter,ELED,Elementary Education,Education,Freshman,steady,0,No Hold,0,None,registered,39,36,7,0,0.332,3.18,1,1,0,1,near_risk,GPA near program floor,GPA,not_in_window,0,0,0,Watchlist,3,Medium,GPA near program floor,Monitor progress and confirm the next registration plan before census.
REG-08783,2026 Winter,BUAD,Business Administration,Business,Junior,strong,1,No Hold,0,None,not_registered,136,132,49,34,0.88,3.67,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08784,2026 Winter,ELED,Elementary Education,Education,Freshman,risk,0,No Hold,0,None,registered,21,36,0,0,0.158,2.41,1,0,0,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-08785,2026 Winter,BANA,Business Analytics,Business,Junior,strong,1,No Hold,0,None,registered,149,132,50,34,0.841,3.61,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08786,2026 Winter,BUAD,Business Administration,Business,Junior,steady,1,No Hold,0,None,registered,130,132,39,34,0.742,3.19,0,1,0,1,near_risk,Residence progress incomplete,Residence,not_in_window,0,0,0,Watchlist,3,Medium,Residence progress incomplete,Monitor progress and confirm the next registration plan before census.
REG-08787,2026 Winter,BANA,Business Analytics,Business,Senior,strong,1,No Hold,0,None,registered,175,174,67,60,1.0,3.63,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_eligible,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08788,2026 Winter,BUAD,Business Administration,Business,Freshman,steady,0,No Hold,0,None,registered,35,36,2,0,0.271,2.93,1,0,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-08789,2026 Winter,BUAD,Business Administration,Business,Senior,steady,1,No Hold,0,None,registered,165,174,54,60,0.977,2.96,1,1,1,1,near_risk,Credit pace behind term expectation,Credits,not_eligible,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
REG-08790,2026 Winter,BANA,Business Analytics,Business,Senior,risk,1,No Hold,0,None,registered,165,174,39,60,0.845,2.59,1,1,1,1,off_track,Upper-division progress materially behind,Upper Division,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Upper-division progress materially behind,Review audit exceptions and create a term-by-term completion plan.
REG-08791,2026 Winter,BANA,Business Analytics,Business,Freshman,strong,0,Active Hold,1,Administrative,blocked,50,36,9,0,0.38,3.68,1,0,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Hold Resolution,1,High,Administrative hold blocking registration,Resolve missing records or administrative documentation.
REG-08792,2026 Winter,ELED,Elementary Education,Education,Senior,steady,1,No Hold,0,None,not_registered,177,174,59,60,0.999,3.0,1,1,0,1,off_track,World language requirement incomplete,World Language,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,World language requirement incomplete,Review audit exceptions and create a term-by-term completion plan.
REG-08793,2026 Winter,BUAD,Business Administration,Business,Senior,steady,1,No Hold,0,None,registered,158,174,74,60,0.962,3.32,1,1,1,1,off_track,Credit pace significantly behind term expectation,Credits,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-08794,2026 Winter,BANA,Business Analytics,Business,Freshman,risk,0,Active Hold,1,Financial,not_registered,21,36,0,0,0.093,1.86,1,1,0,1,off_track,GPA below 2.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 2.0 program floor,Route to advising for academic recovery and eligibility review.
